id,zona,tracker,fila,tipo,strings,articulada,art_plano,x,y_sur,y_norte,z_sur,z_norte,pend_long,pend_long_trk,s_oeste,s_este,azi_oeste,azi_este,mag_oeste,mag_este,resid_oeste,resid_este,vec_oeste,vec_este,herm_oeste,herm_este,tcu_s_oeste,tcu_az_oeste,tcu_mag_oeste,tcu_s_este,tcu_az_este,tcu_mag_este,tcu_vec_oeste,tcu_vec_este,tcu_herm_oeste,tcu_herm_este,pend_proy,d_pend,estado,sector,origen
HD-1-0,HD,1,0,2TTx56,4,NO,NO,659564.351,4331903.675,4331978.371,726.271,726.19,-0.108,-0.164,2.632,-3.52,86.4,87.3,2.637,3.524,0.055,0.021,no,no,,,4.088,87.7,4.091,-3.486,87.3,3.49,HD-1-0 (hermana),HD-2-0,SI,NO,-0.262,0.154,ok,,medido
HD-1-1,HD,1,1,2TTx56,4,NO,NO,659570.333,4331903.666,4331978.351,726.068,725.904,-0.22,-0.164,2.969,-3.302,86.8,87.2,2.974,3.306,0.099,0.014,no,no,,,4.088,87.7,4.091,-3.486,87.3,3.49,HD-1-0 (hermana),HD-2-0,SI,NO,-0.361,0.141,ok,,medido
HD-10-0,HD,10,0,2TTx56,4,NO,NO,659636.356,4331903.623,4331978.322,724.008,723.395,-0.821,-0.882,3.95,-3.822,77.4,77.0,4.047,3.922,0.038,0.074,sí,no,,,4.224,78.2,4.315,-3.088,74.1,3.211,HD-8-1,HD-10-1 (hermana),NO,SI,-0.904,0.083,ok,,medido
HD-10-1,HD,10,1,2TTx56,4,NO,NO,659642.35,4331903.609,4331978.322,723.869,723.164,-0.944,-0.882,3.726,-4.121,76.7,77.9,3.829,4.214,0.04,0.053,sí,no,,,4.224,78.2,4.315,-3.088,74.1,3.211,HD-8-1,HD-10-1 (hermana),NO,SI,-0.876,-0.068,ok,,medido
HD-100-0,HD,100,0,2TTx56,4,NO,NO,660080.359,4331782.986,4331857.67,715.795,714.005,-2.397,-2.606,0.829,0.268,17.6,354.1,2.734,2.62,0.267,0.042,no,sí,,,-0.405,351.2,2.637,0.821,342.5,2.732,HD-100-0 (hermana),HD-103-0,SI,NO,-2.452,0.055,ok,,medido
HD-100-1,HD,100,1,2TTx56,4,NO,NO,660086.35,4331783.0,4331857.677,715.975,713.873,-2.815,-2.606,-0.243,0.106,354.7,357.7,2.617,2.608,0.109,0.043,no,sí,,,-0.405,351.2,2.637,0.821,342.5,2.732,HD-100-0 (hermana),HD-103-0,SI,NO,-2.772,-0.043,ok,,medido
HD-101-0,HD,101,0,2TTx56,4,NO,NO,660080.339,4331857.922,4331932.596,714.061,712.48,-2.117,-2.039,2.151,-1.811,46.5,41.6,2.964,2.727,0.148,0.02,sí,sí,,,2.915,55.0,3.558,-1.477,35.9,2.518,HD-98-1,HD-101-1 (hermana),NO,SI,-2.241,0.124,ok,,medido
HD-101-1,HD,101,1,2TTx56,4,NO,NO,660086.35,4331857.882,4331932.561,713.915,712.45,-1.962,-2.039,1.824,-1.61,41.8,38.3,2.736,2.598,0.031,0.05,sí,sí,,,2.915,55.0,3.558,-1.477,35.9,2.518,HD-98-1,HD-101-1 (hermana),NO,SI,-2.277,0.315,ok,,medido
HD-102-0,HD,102,0,2TTx56,4,NO,NO,660080.385,4331932.802,4332007.478,712.511,711.422,-1.458,-1.449,1.317,-1.142,42.3,38.2,1.958,1.845,0.101,0.028,sí,no,,,1.579,47.5,2.144,-0.674,24.9,1.599,HD-98-1,HD-102-1 (hermana),NO,SI,-1.184,-0.274,ok,,medido
HD-102-1,HD,102,1,2TTx56,4,NO,NO,660086.384,4331932.799,4332007.49,712.464,711.388,-1.441,-1.449,0.992,-1.382,34.4,43.6,1.756,2.003,0.042,0.031,sí,no,,,1.579,47.5,2.144,-0.674,24.9,1.599,HD-98-1,HD-102-1 (hermana),NO,SI,-1.123,-0.318,ok,,medido
HD-103-0,HD,103,0,2TTx56,4,NO,NO,660092.33,4331782.881,4331857.536,716.179,713.775,-3.22,-3.338,-0.644,-0.127,349.1,2.2,3.4,3.341,0.045,0.013,no,sí,,,-0.089,358.5,3.339,0.089,358.5,3.339,HD-103-0 (hermana),HD-103-1 (hermana),SI,SI,-2.996,-0.224,ok,,medido
HD-103-1,HD,103,1,2TTx56,4,NO,NO,660098.319,4331782.953,4331857.605,716.27,713.69,-3.456,-3.338,-0.546,-0.191,350.7,3.3,3.382,3.344,0.027,0.013,no,sí,,,-0.089,358.5,3.339,0.089,358.5,3.339,HD-103-0 (hermana),HD-103-1 (hermana),SI,SI,-3.24,-0.216,ok,,medido
HD-104-0,HD,104,0,2TTx56,4,NO,NO,660092.307,4331857.933,4331932.607,713.863,712.221,-2.199,-2.145,1.871,-1.129,41.1,27.8,2.847,2.424,0.075,0.069,sí,sí,,,2.342,47.5,3.176,-1.462,34.3,2.596,HD-101-1,HD-107-0,NO,NO,-2.261,0.062,ok,,medido
HD-104-1,HD,104,1,2TTx56,4,NO,NO,660098.301,4331857.905,4331932.571,713.715,712.153,-2.092,-2.145,1.92,-0.853,41.8,21.7,2.879,2.309,0.05,0.044,sí,sí,,,2.342,47.5,3.176,-1.462,34.3,2.596,HD-101-1,HD-107-0,NO,NO,-2.401,0.309,ok,,medido
HD-105-0,HD,105,0,2TTx56,4,NO,NO,660092.307,4331932.807,4332007.455,712.262,711.343,-1.231,-1.107,1.346,-1.138,50.6,45.8,1.743,1.588,0.082,0.043,sí,no,,,2.088,62.1,2.364,-0.703,32.4,1.311,HD-102-1,HD-108-0,NO,NO,-1.012,-0.219,ok,,medido
HD-105-1,HD,105,1,2TTx56,4,NO,NO,660098.304,4331932.807,4332007.477,712.118,711.384,-0.983,-1.107,1.378,-1.232,51.2,48.1,1.768,1.656,0.115,0.032,sí,no,,,2.088,62.1,2.364,-0.703,32.4,1.311,HD-102-1,HD-108-0,NO,NO,-0.958,-0.025,ok,,medido
HD-106-0,HD,106,0,2TTx56,4,NO,NO,660104.348,4331783.012,4331857.685,716.229,713.607,-3.511,-3.521,0.062,0.162,1.0,357.4,3.522,3.525,0.056,0.014,no,sí,,,0.988,15.7,3.657,0.396,353.6,3.543,HD-103-1,HD-106-1 (hermana),NO,SI,-3.245,-0.266,ok,,medido
HD-106-1,HD,106,1,2TTx56,4,NO,NO,660110.36,4331783.014,4331857.671,716.26,713.624,-3.531,-3.521,0.037,0.124,0.6,358.0,3.521,3.523,0.031,0.018,no,sí,,,0.988,15.7,3.657,0.396,353.6,3.543,HD-103-1,HD-106-1 (hermana),NO,SI,-3.493,-0.038,ok,,medido
HD-107-0,HD,107,0,2TTx56,4,NO,NO,660104.35,4331857.931,4331932.601,713.557,712.133,-1.907,-1.986,1.773,-0.689,41.8,19.1,2.662,2.102,0.018,0.051,sí,sí,,,1.462,36.4,2.466,-0.649,18.1,2.089,HD-104-1,HD-107-1 (hermana),NO,SI,-2.428,0.521,atencion,,medido
HD-107-1,HD,107,1,2TTx56,4,NO,NO,660110.356,4331857.92,4331932.616,713.577,712.035,-2.064,-1.986,1.389,-0.814,35.0,22.3,2.423,2.146,0.042,0.064,sí,sí,,,1.462,36.4,2.466,-0.649,18.1,2.089,HD-104-1,HD-107-1 (hermana),NO,SI,-2.477,0.413,ok,,medido
HD-108-0,HD,108,0,2TTx56,4,NO,NO,660104.356,4331932.797,4332007.484,712.139,711.278,-1.153,-1.118,1.064,-1.354,43.6,50.5,1.543,1.756,0.026,0.028,sí,no,,,1.415,51.7,1.803,-1.415,51.7,1.803,HD-108-0 (hermana),HD-108-1 (hermana),SI,SI,-1.01,-0.143,ok,,medido
HD-108-1,HD,108,1,2TTx56,4,NO,NO,660110.346,4331932.805,4332007.523,712.028,711.219,-1.083,-1.118,1.151,-1.122,45.8,45.1,1.604,1.584,0.026,0.018,sí,no,,,1.415,51.7,1.803,-1.415,51.7,1.803,HD-108-0 (hermana),HD-108-1 (hermana),SI,SI,-1.132,0.049,ok,,medido
HD-109-0,HD,109,0,2TTx56,4,NO,NO,660116.289,4331783.026,4331857.693,716.349,713.552,-3.746,-3.728,-0.014,0.301,359.8,355.4,3.728,3.74,0.029,0.065,no,sí,,,0.11,1.7,3.73,0.209,356.8,3.734,HD-109-0 (hermana),HD-112-0,SI,NO,-3.507,-0.239,ok,,medido
HD-109-1,HD,109,1,2TTx56,4,NO,NO,660122.31,4331783.005,4331857.654,716.33,713.56,-3.711,-3.728,0.059,0.473,0.9,352.8,3.729,3.758,0.019,0.049,no,sí,,,0.11,1.7,3.73,0.209,356.8,3.734,HD-109-0 (hermana),HD-112-0,SI,NO,-3.488,-0.223,ok,,medido
HD-11-0,HD,11,0,2TTx56,4,NO,NO,659648.339,4331828.687,4331903.382,722.34,723.572,1.649,1.501,3.797,-3.315,111.6,114.4,4.083,3.639,0.02,0.025,no,sí,,,3.964,110.7,4.239,-2.9,117.4,3.265,HD-9-1,HD-11-1 (hermana),NO,SI,1.693,-0.044,ok,,medido
HD-11-1,HD,11,1,2TTx56,4,NO,NO,659654.313,4331828.708,4331903.393,722.278,723.288,1.352,1.501,3.548,-3.258,112.9,114.7,3.852,3.587,0.041,0.075,no,sí,,,3.964,110.7,4.239,-2.9,117.4,3.265,HD-9-1,HD-11-1 (hermana),NO,SI,1.508,-0.156,ok,,medido
HD-110-0,HD,110,0,2TTx56,4,NO,NO,660116.299,4331857.882,4331932.553,713.545,711.957,-2.127,-2.134,1.251,-0.794,30.4,20.4,2.474,2.277,0.057,0.07,sí,sí,,,0.943,23.8,2.333,0.377,350.0,2.167,HD-107-1,HD-110-1 (hermana),NO,SI,-2.481,0.354,ok,,medido
HD-110-1,HD,110,1,2TTx56,4,NO,NO,660122.306,4331857.887,4331932.56,713.573,711.974,-2.141,-2.134,0.683,-1.301,17.7,31.4,2.241,2.499,0.065,0.017,sí,sí,,,0.943,23.8,2.333,0.377,350.0,2.167,HD-107-1,HD-110-1 (hermana),NO,SI,-2.505,0.364,ok,,medido
HD-111-0,HD,111,0,2TTx56,4,NO,NO,660116.313,4331932.786,4332007.464,711.918,711.049,-1.164,-1.172,1.482,-0.812,51.7,34.7,1.89,1.426,0.052,0.037,sí,no,,,2.353,63.5,2.629,-0.203,9.8,1.19,HD-108-1,HD-111-1 (hermana),NO,SI,-1.176,0.012,ok,,medido
HD-111-1,HD,111,1,2TTx56,4,NO,NO,660122.311,4331932.814,4332007.489,711.912,711.03,-1.181,-1.172,1.195,-1.049,45.5,41.8,1.674,1.573,0.023,0.028,sí,no,,,2.353,63.5,2.629,-0.203,9.8,1.19,HD-108-1,HD-111-1 (hermana),NO,SI,-1.215,0.034,ok,,medido
HD-112-0,HD,112,0,2TTx56,4,NO,NO,660128.353,4331783.01,4331857.682,716.339,713.575,-3.702,-3.837,-0.125,1.022,358.1,345.1,3.839,3.971,0.009,0.064,no,sí,,,-0.051,359.2,3.837,0.632,350.6,3.889,HD-112-0 (hermana),HD-115-0,SI,NO,-3.644,-0.058,ok,,medido
HD-112-1,HD,112,1,2TTx56,4,NO,NO,660134.343,4331782.99,4331857.651,716.444,713.478,-3.973,-3.837,-0.104,1.471,358.4,339.0,3.838,4.109,0.01,0.023,no,sí,,,-0.051,359.2,3.837,0.632,350.6,3.889,HD-112-0 (hermana),HD-115-0,SI,NO,-3.611,-0.362,ok,,medido
HD-113-0,HD,113,0,2TTx56,4,NO,NO,660128.345,4331857.835,4331932.506,713.535,711.85,-2.257,-2.264,0.648,-0.875,16.0,21.1,2.355,2.427,0.043,0.098,sí,sí,,,1.452,32.7,2.69,-1.297,29.8,2.609,HD-113-0 (hermana),HD-116-0,SI,NO,-2.574,0.317,ok,,medido
HD-113-1,HD,113,1,2TTx56,4,NO,NO,660134.345,4331857.853,4331932.52,713.453,711.757,-2.271,-2.264,0.874,-1.077,21.1,25.4,2.427,2.507,0.064,0.181,sí,sí,,,1.452,32.7,2.69,-1.297,29.8,2.609,HD-113-0 (hermana),HD-116-0,SI,NO,-2.627,0.356,ok,,medido
HD-114-0,HD,114,0,2TTx56,4,NO,NO,660128.378,4331932.717,4332007.401,711.86,710.965,-1.198,-1.119,1.124,-1.126,45.1,45.2,1.586,1.587,0.027,0.028,sí,no,,,0.982,41.3,1.489,-0.654,30.3,1.296,HD-111-1,HD-114-1 (hermana),NO,SI,-1.05,-0.148,ok,,medido
HD-114-1,HD,114,1,2TTx56,4,NO,NO,660134.371,4331932.747,4332007.429,711.761,710.985,-1.039,-1.119,0.873,-1.256,38.0,48.3,1.419,1.682,0.042,0.111,sí,no,,,0.982,41.3,1.489,-0.654,30.3,1.296,HD-111-1,HD-114-1 (hermana),NO,SI,-1.067,0.028,ok,,medido
HD-115-0,HD,115,0,2TTx56,4,NO,NO,660140.277,4331783.05,4331857.692,716.518,713.475,-4.077,-4.029,-0.225,1.752,356.8,336.5,4.035,4.393,0.012,0.014,no,sí,,,-0.632,351.1,4.078,1.809,335.8,4.416,HD-112-1,HD-115-1 (hermana),NO,SI,-3.601,-0.476,ok,,medido
HD-115-1,HD,115,1,2TTx56,4,NO,NO,660146.284,4331782.973,4331857.627,716.594,713.622,-3.981,-4.029,-0.689,1.771,350.3,336.3,4.087,4.401,0.052,0.008,no,sí,,,-0.632,351.1,4.078,1.809,335.8,4.416,HD-112-1,HD-115-1 (hermana),NO,SI,-3.616,-0.365,ok,,medido
HD-116-0,HD,116,0,2TTx56,4,NO,NO,660140.284,4331857.913,4331932.581,713.463,711.59,-2.508,-2.588,1.044,-0.925,22.0,19.7,2.791,2.749,0.059,0.166,sí,sí,,,1.297,26.6,2.895,-0.638,13.8,2.666,HD-113-1,HD-119-0,NO,NO,-2.669,0.161,ok,,medido
HD-116-1,HD,116,1,2TTx56,4,NO,NO,660146.306,4331857.897,4331932.549,713.474,711.482,-2.668,-2.588,1.181,-1.321,24.5,27.0,2.845,2.906,0.012,0.208,sí,sí,,,1.297,26.6,2.895,-0.638,13.8,2.666,HD-113-1,HD-119-0,NO,NO,-3.143,0.475,ok,,medido
HD-117-0,HD,117,0,2TTx56,4,NO,NO,660140.313,4331932.809,4332007.463,711.632,710.97,-0.887,-0.849,0.955,-1.408,48.4,58.9,1.278,1.644,0.037,0.129,sí,no,,,1.842,65.3,2.028,-1.191,54.5,1.462,HD-117-0 (hermana),HD-120-0,SI,NO,-0.78,-0.107,ok,,medido
HD-117-1,HD,117,1,2TTx56,4,NO,NO,660146.311,4331932.813,4332007.466,711.493,710.888,-0.81,-0.849,1.13,-1.003,53.1,49.8,1.413,1.314,0.047,0.124,sí,no,,,1.842,65.3,2.028,-1.191,54.5,1.462,HD-117-0 (hermana),HD-120-0,SI,NO,-0.693,-0.117,ok,,medido
HD-118-0,HD,118,0,2TTx56,4,NO,NO,660152.319,4331783.028,4331857.674,716.706,713.699,-4.028,-4.121,-1.233,1.664,343.3,338.0,4.301,4.444,0.05,0.025,no,sí,,,-1.6,338.8,4.42,2.075,333.3,4.614,HD-115-1,HD-118-1 (hermana),NO,SI,-4.248,0.22,ok,,medido
HD-118-1,HD,118,1,2TTx56,4,NO,NO,660158.313,4331782.986,4331857.613,716.901,713.757,-4.213,-4.121,-1.478,1.217,340.3,343.5,4.378,4.297,0.073,0.03,no,sí,,,-1.6,338.8,4.42,2.075,333.3,4.614,HD-115-1,HD-118-1 (hermana),NO,SI,-4.207,-0.006,ok,,medido
HD-119-0,HD,119,0,2TTx56,4,NO,NO,660152.326,4331857.877,4331932.54,713.507,711.373,-2.858,-3.075,0.952,-1.657,17.2,28.3,3.219,3.493,0.023,0.187,sí,sí,,,0.638,11.7,3.141,1.455,334.7,3.402,HD-116-1,HD-119-1 (hermana),NO,SI,-2.992,0.134,ok,,medido
HD-119-1,HD,119,1,2TTx56,4,NO,NO,660158.323,4331857.919,4331932.58,713.755,711.297,-3.292,-3.075,0.287,-2.277,5.3,36.5,3.089,3.826,0.078,0.055,sí,sí,,,0.638,11.7,3.141,1.455,334.7,3.402,HD-116-1,HD-119-1 (hermana),NO,SI,-3.278,-0.014,ok,,medido
HD-12-0,HD,12,0,2TTx56,4,NO,NO,659648.325,4331903.67,4331978.356,723.63,723.006,-0.835,-0.79,3.66,-4.591,77.8,80.2,3.744,4.658,0.035,0.033,sí,no,,,4.034,78.9,4.111,-4.034,78.9,4.111,HD-12-0 (hermana),HD-12-1 (hermana),SI,SI,-0.825,-0.01,ok,,medido
HD-12-1,HD,12,1,2TTx56,4,NO,NO,659654.309,4331903.619,4331978.307,723.355,722.799,-0.744,-0.79,3.681,-4.693,77.9,80.4,3.765,4.759,0.021,0.034,sí,no,,,4.034,78.9,4.111,-4.034,78.9,4.111,HD-12-0 (hermana),HD-12-1 (hermana),SI,SI,-0.821,0.077,ok,,medido
HD-120-0,HD,120,0,2TTx56,4,NO,NO,660152.327,4331932.787,4332007.455,711.387,710.851,-0.718,-0.652,1.318,-0.771,63.7,49.8,1.47,1.009,0.024,0.122,sí,no,,,1.191,61.3,1.357,-0.465,35.5,0.8,HD-117-1,HD-123-0,NO,NO,-0.509,-0.209,ok,,medido
HD-120-1,HD,120,1,2TTx56,4,NO,NO,660158.322,4331932.798,4332007.477,711.308,710.871,-0.585,-0.652,1.095,-0.61,59.2,43.1,1.274,0.893,0.021,0.102,sí,no,,,1.191,61.3,1.357,-0.465,35.5,0.8,HD-117-1,HD-123-0,NO,NO,-0.41,-0.175,ok,,medido
HD-121-0,HD,121,0,2TTx56,4,NO,NO,660164.302,4331757.25,4331831.908,717.374,715.235,-2.865,-2.708,-1.64,0.841,328.8,342.7,3.166,2.835,0.033,0.019,no,no,,,-1.091,338.0,2.919,1.162,336.8,2.946,HD-118-1,HD-121-1 (hermana),NO,SI,-2.92,0.055,ok,,medido
HD-121-1,HD,121,1,2TTx56,4,NO,NO,660170.311,4331757.22,4331831.886,717.327,715.423,-2.55,-2.708,-1.72,0.606,327.6,347.4,3.208,2.775,0.034,0.003,no,no,,,-1.091,338.0,2.919,1.162,336.8,2.946,HD-118-1,HD-121-1 (hermana),NO,SI,-2.723,0.173,ok,,medido
HD-122-0,HD,122,0,2TTx42,3,NO,NO,660164.278,4331896.562,4331952.829,711.998,711.008,-1.759,-1.841,1.538,-1.502,39.9,39.2,2.399,2.376,0.117,0.019,no,sí,,,3.506,62.3,3.959,-0.848,24.7,2.027,HD-119-1,HD-125-0,NO,NO,-1.836,0.077,ok,,medido
HD-122-1,HD,122,1,2TTx42,3,NO,NO,660170.311,4331896.573,4331952.816,711.909,710.828,-1.922,-1.841,1.762,-1.177,43.7,32.6,2.548,2.185,0.116,0.024,no,sí,,,3.506,62.3,3.959,-0.848,24.7,2.027,HD-119-1,HD-125-0,NO,NO,-1.687,-0.235,ok,,medido
HD-123-0,HD,123,0,2TTx56,4,NO,NO,660164.321,4331953.077,4332027.736,710.956,711.083,0.17,0.205,0.787,-0.235,104.6,131.1,0.813,0.312,0.029,0.061,sí,no,,,0.465,113.8,0.508,0.174,220.4,0.269,HD-120-1,HD-126-0,NO,NO,0.052,0.118,ok,,medido
HD-123-1,HD,123,1,2TTx56,4,NO,NO,660170.329,4331953.033,4332027.715,710.926,711.105,0.24,0.205,0.398,-0.323,117.2,122.4,0.448,0.383,0.022,0.061,sí,no,,,0.465,113.8,0.508,0.174,220.4,0.269,HD-120-1,HD-126-0,NO,NO,0.189,0.051,ok,,medido
HD-124-0,HD,124,0,2TTx56,4,NO,NO,660176.338,4331757.247,4331831.929,717.32,715.49,-2.45,-2.392,-1.311,0.748,331.3,342.6,2.728,2.506,0.057,-0.0,no,no,,,-0.512,347.9,2.446,0.748,342.6,2.506,HD-121-1,HD-124-1 (hermana),NO,SI,-2.605,0.155,ok,,medido
HD-124-1,HD,124,1,2TTx56,4,NO,NO,660182.356,4331757.23,4331831.906,717.322,715.579,-2.334,-2.392,-0.971,,337.9,,2.582,,0.041,,no,no,,,-0.512,347.9,2.446,0.748,342.6,2.506,HD-121-1,HD-124-1 (hermana),NO,SI,-2.473,0.139,ok,,medido
HD-125-0,HD,125,0,2TTx42,3,NO,NO,660176.37,4331896.617,4331952.846,711.726,710.907,-1.457,-1.456,1.518,-1.408,46.2,44.0,2.103,2.025,0.151,0.034,no,sí,,,1.107,37.3,1.829,-1.107,37.3,1.829,HD-125-0 (hermana),HD-125-1 (hermana),SI,SI,-1.637,0.18,ok,,medido
HD-125-1,HD,125,1,2TTx42,3,NO,NO,660182.34,4331896.573,4331952.807,711.66,710.842,-1.455,-1.456,1.473,-1.558,45.3,46.9,2.071,2.132,0.138,0.066,no,sí,,,1.107,37.3,1.829,-1.107,37.3,1.829,HD-125-0 (hermana),HD-125-1 (hermana),SI,SI,-1.632,0.177,ok,,medido
HD-126-0,HD,126,0,2TTx56,4,NO,NO,660176.337,4331953.05,4332027.719,710.867,711.185,0.426,0.47,0.207,-0.613,156.2,127.5,0.514,0.772,0.014,0.049,sí,no,,,-0.174,200.3,0.501,0.2,203.1,0.511,HD-123-1,HD-126-1 (hermana),NO,SI,0.291,0.135,ok,,medido
HD-126-1,HD,126,1,2TTx56,4,NO,NO,660182.371,4331953.026,4332027.703,710.846,711.23,0.514,0.47,0.035,-1.644,175.7,106.0,0.471,1.71,0.036,0.136,sí,no,,,-0.174,200.3,0.501,0.2,203.1,0.511,HD-123-1,HD-126-1 (hermana),NO,SI,0.399,0.115,ok,,medido
HD-127-0,HD,127,0,2TTx42,3,NO,NO,660188.328,4331896.596,4331952.821,711.526,710.755,-1.371,-1.416,1.441,-1.451,45.5,45.7,2.021,2.028,0.024,0.073,no,sí,,,1.841,52.4,2.323,-1.007,35.4,1.738,HD-125-1,HD-127-1 (hermana),NO,SI,-1.578,0.207,ok,,medido
HD-127-1,HD,127,1,2TTx42,3,NO,NO,660194.297,4331896.618,4331952.856,711.491,710.669,-1.462,-1.416,1.259,-1.726,41.6,50.6,1.895,2.233,0.02,0.078,no,sí,,,1.841,52.4,2.323,-1.007,35.4,1.738,HD-125-1,HD-127-1 (hermana),NO,SI,-1.552,0.09,ok,,medido
HD-128-0,HD,128,0,2TTx56,4,NO,NO,660188.295,4331953.073,4332027.748,710.771,711.194,0.566,0.662,0.278,-1.923,157.2,109.0,0.718,2.034,0.039,0.128,sí,no,,,1.695,111.3,1.82,-0.051,175.6,0.664,HD-128-0 (hermana),HD-130-0,SI,NO,0.509,0.057,ok,,medido
HD-128-1,HD,128,1,2TTx56,4,NO,NO,660194.279,4331953.061,4332027.735,710.598,711.164,0.758,0.662,0.632,-2.056,136.3,107.9,0.915,2.16,0.082,0.123,sí,no,,,1.695,111.3,1.82,-0.051,175.6,0.664,HD-128-0 (hermana),HD-130-0,SI,NO,0.65,0.108,ok,,medido
HD-129-0,HD,129,0,2TTx42,3,NO,NO,660200.357,4331896.589,4331952.829,711.438,710.589,-1.51,-1.502,1.247,-1.939,39.7,52.2,1.952,2.452,0.013,0.057,no,sí,,,2.601,60.0,3.003,-0.254,9.6,1.523,HD-129-0 (hermana),HD-131-0,SI,NO,-1.72,0.21,ok,,medido
HD-129-1,HD,129,1,2TTx42,3,NO,NO,660206.367,4331896.597,4331952.844,711.277,710.437,-1.493,-1.502,1.612,-1.438,47.0,43.8,2.203,2.079,0.059,0.15,no,sí,,,2.601,60.0,3.003,-0.254,9.6,1.523,HD-129-0 (hermana),HD-131-0,SI,NO,-1.906,0.413,ok,,medido
HD-13-0,HD,13,0,2TTx56,4,NO,NO,659660.329,4331828.714,4331903.389,722.039,723.084,1.399,1.337,3.388,-3.105,111.5,113.3,3.642,3.381,0.023,0.065,no,sí,,,3.682,110.0,3.917,-3.195,112.7,3.464,HD-11-1,HD-13-1 (hermana),NO,SI,1.123,0.276,ok,,medido
HD-13-1,HD,13,1,2TTx56,4,NO,NO,659666.312,4331828.677,4331903.376,721.894,722.846,1.274,1.337,3.339,-3.397,111.8,111.5,3.597,3.651,0.023,0.12,no,sí,,,3.682,110.0,3.917,-3.195,112.7,3.464,HD-11-1,HD-13-1 (hermana),NO,SI,0.996,0.278,ok,,medido
HD-130-0,HD,130,0,2TTx56,4,NO,NO,660200.394,4331953.079,4332027.742,710.591,711.165,0.769,0.999,0.711,-2.3,144.6,113.5,1.226,2.508,0.032,0.105,sí,no,,,2.299,113.5,2.507,-2.299,113.5,2.507,HD-130-0 (hermana),HD-130-1 (hermana),SI,SI,0.85,-0.081,ok,,medido
HD-130-1,HD,130,1,2TTx56,4,NO,NO,660206.367,4331953.006,4332027.689,710.281,711.199,1.229,0.999,1.295,-1.517,127.6,123.4,1.636,1.816,0.06,0.074,sí,no,,,2.299,113.5,2.507,-2.299,113.5,2.507,HD-130-0 (hermana),HD-130-1 (hermana),SI,SI,0.932,0.297,ok,,medido
HD-131-0,HD,131,0,2TTx56,4,NO,NO,660212.284,4331839.51,4331914.124,714.085,710.738,-4.486,-4.47,1.265,-1.566,15.8,19.3,4.645,4.736,0.024,0.051,no,sí,,,2.687,31.0,5.215,-1.122,14.1,4.608,HD-131-0 (hermana),HD-133-0,SI,NO,-4.497,0.011,ok,,medido
HD-131-1,HD,131,1,2TTx56,4,NO,NO,660218.319,4331839.552,4331914.165,713.909,710.586,-4.454,-4.47,1.567,-0.861,19.3,10.9,4.736,4.552,0.068,0.014,no,sí,,,2.687,31.0,5.215,-1.122,14.1,4.608,HD-131-0 (hermana),HD-133-0,SI,NO,-4.462,0.008,ok,,medido
HD-132-0,HD,132,0,2TTx56,4,NO,NO,660212.312,4331914.405,4331989.076,710.734,710.114,-0.83,-0.728,2.243,-0.957,72.0,52.7,2.358,1.203,0.199,0.029,sí,no,,,4.019,79.7,4.085,-1.027,54.7,1.259,HD-130-1,HD-134-0,NO,NO,-0.765,-0.065,ok,,medido
HD-132-1,HD,132,1,2TTx56,4,NO,NO,660218.333,4331914.399,4331989.09,710.585,710.117,-0.627,-0.728,2.214,-0.718,71.8,44.6,2.331,1.023,0.102,0.03,sí,no,,,4.019,79.7,4.085,-1.027,54.7,1.259,HD-130-1,HD-134-0,NO,NO,-0.622,-0.005,ok,,medido
HD-133-0,HD,133,0,2TTx56,4,NO,NO,660224.284,4331839.561,4331914.158,713.895,710.466,-4.597,-4.626,1.69,-0.756,20.1,9.3,4.925,4.687,0.031,0.007,no,sí,,,1.185,14.4,4.775,-0.411,5.1,4.644,HD-133-0 (hermana),HD-136-0,SI,NO,-4.533,-0.064,ok,,medido
HD-133-1,HD,133,1,2TTx56,4,NO,NO,660230.306,4331839.568,4331914.156,713.845,710.373,-4.655,-4.626,1.615,-0.62,19.2,7.6,4.9,4.667,0.04,0.016,no,sí,,,1.185,14.4,4.775,-0.411,5.1,4.644,HD-133-0 (hermana),HD-136-0,SI,NO,-4.512,-0.143,ok,,medido
HD-134-0,HD,134,0,2TTx56,4,NO,NO,660224.38,4331914.388,4331989.064,710.447,710.131,-0.423,-0.433,1.948,-0.623,77.5,55.2,1.996,0.759,0.055,0.031,sí,no,,,1.027,67.1,1.115,-0.129,16.6,0.452,HD-132-1,HD-137-0,NO,NO,-0.503,0.08,ok,,medido
HD-134-1,HD,134,1,2TTx56,4,NO,NO,660230.368,4331914.412,4331989.101,710.396,710.065,-0.443,-0.433,1.616,-0.637,75.0,55.8,1.673,0.77,0.1,0.054,sí,no,,,1.027,67.1,1.115,-0.129,16.6,0.452,HD-132-1,HD-137-0,NO,NO,-0.407,-0.036,ok,,medido
HD-135-0,HD,135,0,2TTx56,4,NO,NO,660236.304,4331764.492,4331839.146,716.603,713.709,-3.877,-3.8,,-1.881,,26.3,,4.24,,0.05,no,sí,,,1.045,15.4,3.941,-1.045,15.4,3.941,HD-135-0 (hermana),HD-135-1 (hermana),SI,SI,-3.518,-0.359,ok,,medido
