id,zona,tracker,fila,tipo,strings,articulada,art_plano,x,y_sur,y_norte,z_sur,z_norte,pend_long,pend_long_trk,s_oeste,s_este,azi_oeste,azi_este,mag_oeste,mag_este,resid_oeste,resid_este,vec_oeste,vec_este,herm_oeste,herm_este,tcu_s_oeste,tcu_az_oeste,tcu_mag_oeste,tcu_s_este,tcu_az_este,tcu_mag_este,tcu_vec_oeste,tcu_vec_este,tcu_herm_oeste,tcu_herm_este,pend_proy,d_pend,estado,sector,origen
PD-534-0,PD,534,0,2TTx28,2,NO,NO,659552.356,4331935.457,4331973.238,726.595,726.377,-0.577,-0.622,2.914,-3.048,77.9,78.5,2.98,3.111,0.011,0.108,sí,no,,,2.846,77.7,2.913,-1.246,63.5,1.393,PD-527-1,PD-534-1 (hermana),NO,SI,-0.443,-0.134,ok,,medido
PD-534-1,PD,534,1,2TTx28,2,NO,NO,659558.36,4331935.495,4331973.261,726.537,726.285,-0.667,-0.622,2.346,-3.67,75.1,80.4,2.427,3.722,0.046,0.025,sí,no,,,2.846,77.7,2.913,-1.246,63.5,1.393,PD-527-1,PD-534-1 (hermana),NO,SI,-0.473,-0.194,ok,,medido
PD-535-0,PD,535,0,2TTx56,4,NO,NO,659561.621,4331590.715,4331665.408,727.942,727.015,-1.241,-1.561,4.037,-0.883,68.9,29.5,4.328,1.794,0.053,0.022,no,sí,,,3.92,68.3,4.219,-0.546,19.3,1.654,PD-528-1,PD-540-0,NO,NO,-1.396,0.155,ok,,medido
PD-535-1,PD,535,1,2TTx56,4,NO,NO,659567.616,4331590.679,4331665.359,728.116,726.711,-1.881,-1.561,3.137,-0.584,63.5,20.5,3.504,1.667,0.17,0.043,no,sí,,,3.92,68.3,4.219,-0.546,19.3,1.654,PD-528-1,PD-540-0,NO,NO,-1.904,0.023,ok,,medido
PD-536-0,PD,536,0,2TTx42,3,NO,NO,659561.62,4331665.605,4331721.824,727.083,726.83,-0.45,-0.305,4.422,-3.54,86.1,85.1,4.433,3.553,0.055,0.035,sí,no,,,5.347,86.7,5.356,-3.457,85.0,3.47,PD-529-1,PD-541-0,NO,NO,-0.524,0.074,ok,,medido
PD-536-1,PD,536,1,2TTx42,3,NO,NO,659567.634,4331665.572,4331721.795,726.75,726.66,-0.16,-0.305,4.375,-3.029,86.0,84.2,4.386,3.044,0.047,0.013,sí,no,,,5.347,86.7,5.356,-3.457,85.0,3.47,PD-529-1,PD-541-0,NO,NO,-0.514,0.354,ok,,medido
PD-537-0,PD,537,0,2TTx28,2,NO,NO,659573.608,4331350.67,4331388.452,740.668,739.858,-2.144,-2.234,1.7,-1.292,37.3,30.0,2.807,2.581,0.059,0.008,no,sí,,,2.685,50.2,3.492,-1.019,24.5,2.455,PD-530-1,PD-542-0,NO,NO,-2.099,-0.045,ok,,medido
PD-537-1,PD,537,1,2TTx28,2,NO,NO,659579.611,4331350.636,4331388.416,740.608,739.73,-2.324,-2.234,1.675,-1.137,36.9,27.0,2.792,2.507,0.055,0.013,no,sí,,,2.685,50.2,3.492,-1.019,24.5,2.455,PD-530-1,PD-542-0,NO,NO,-2.223,-0.101,ok,,medido
PD-538-0,PD,538,0,2TTx56,4,NO,NO,659573.615,4331388.713,4331463.365,739.901,737.733,-2.904,-2.863,1.581,-2.031,28.9,35.3,3.271,3.51,0.068,0.051,sí,sí,,,2.712,43.5,3.944,-1.507,27.8,3.236,PD-531-1,PD-538-1 (hermana),NO,SI,-2.847,-0.057,ok,,medido
PD-538-1,PD,538,1,2TTx56,4,NO,NO,659579.61,4331388.684,4331463.335,739.781,737.674,-2.822,-2.863,1.594,-2.251,29.1,38.2,3.277,3.642,0.062,0.03,sí,sí,,,2.712,43.5,3.944,-1.507,27.8,3.236,PD-531-1,PD-538-1 (hermana),NO,SI,-2.895,0.073,ok,,medido
PD-539-0,PD,539,0,2TTx42,3,NO,NO,659573.627,4331463.674,4331519.85,737.744,735.78,-3.496,-3.479,0.745,-1.064,12.1,17.0,3.558,3.638,0.049,0.033,sí,no,,,1.512,23.5,3.794,-0.751,12.2,3.56,PD-533-1,PD-544-0,NO,NO,-3.547,0.051,ok,,medido
PD-539-1,PD,539,1,2TTx42,3,NO,NO,659579.622,4331463.676,4331519.847,737.684,735.739,-3.463,-3.479,0.823,-1.085,13.3,17.3,3.575,3.645,0.042,0.026,sí,no,,,1.512,23.5,3.794,-0.751,12.2,3.56,PD-533-1,PD-544-0,NO,NO,-3.27,-0.193,ok,,medido
PD-54-0,PD,54,0,2TTx28,2,NO,NO,658071.061,4331057.3,4331094.94,766.352,763.966,-6.339,-6.447,-0.001,0.507,360.0,355.5,6.447,6.466,0.032,0.136,no,no,,,0.525,4.7,6.468,1.883,343.7,6.716,PD-48-1,PD-60-0,NO,NO,-6.236,-0.103,ok,,medido
PD-54-1,PD,54,1,2TTx28,2,NO,NO,658077.069,4331057.295,4331094.92,766.45,763.984,-6.554,-6.447,-0.231,0.656,357.9,354.2,6.451,6.48,0.01,0.137,no,no,,,0.525,4.7,6.468,1.883,343.7,6.716,PD-48-1,PD-60-0,NO,NO,-6.486,-0.068,ok,,medido
PD-540-0,PD,540,0,2TTx56,4,NO,NO,659573.627,4331590.7,4331665.404,728.176,726.584,-2.131,-2.312,1.713,-0.585,36.5,14.2,2.877,2.385,0.051,0.041,no,sí,,,0.641,15.5,2.399,-0.641,15.5,2.399,PD-540-0 (hermana),PD-540-1 (hermana),SI,SI,-2.222,0.091,ok,,medido
PD-540-1,PD,540,1,2TTx56,4,NO,NO,659579.626,4331590.686,4331665.377,728.273,726.411,-2.493,-2.312,1.159,0.158,26.6,356.1,2.586,2.317,0.095,0.038,no,sí,,,0.641,15.5,2.399,-0.641,15.5,2.399,PD-540-0 (hermana),PD-540-1 (hermana),SI,SI,-2.57,0.077,ok,,medido
PD-541-0,PD,541,0,2TTx42,3,NO,NO,659573.633,4331665.613,4331721.829,726.652,726.343,-0.55,-0.596,4.174,-2.392,81.9,76.0,4.216,2.465,0.028,0.0,sí,no,,,3.457,80.2,3.508,-2.392,76.0,2.465,PD-536-1,PD-541-1 (hermana),NO,SI,-0.515,-0.035,ok,,medido
PD-541-1,PD,541,1,2TTx42,3,NO,NO,659579.657,4331665.6,4331721.806,726.534,726.173,-0.642,-0.596,3.522,,80.4,,3.572,,0.077,,sí,no,,,3.457,80.2,3.508,-2.392,76.0,2.465,PD-536-1,PD-541-1 (hermana),NO,SI,-0.676,0.034,ok,,medido
PD-542-0,PD,542,0,2TTx28,2,NO,NO,659585.605,4331358.2,4331395.957,740.443,739.386,-2.799,-2.932,1.648,-1.308,29.3,24.0,3.364,3.211,0.026,0.022,no,sí,,,3.179,47.3,4.325,-1.198,22.2,3.168,PD-538-1,PD-542-1 (hermana),NO,SI,-2.5,-0.299,ok,,medido
PD-542-1,PD,542,1,2TTx28,2,NO,NO,659591.579,4331358.253,4331396.001,740.42,739.263,-3.065,-2.932,1.472,-1.35,26.7,24.7,3.281,3.228,0.031,0.023,no,sí,,,3.179,47.3,4.325,-1.198,22.2,3.168,PD-538-1,PD-542-1 (hermana),NO,SI,-2.779,-0.286,ok,,medido
PD-543-0,PD,543,0,2TTx56,4,NO,NO,659585.568,4331396.317,4331470.973,739.513,737.29,-2.978,-2.927,1.844,-2.101,32.2,35.7,3.459,3.603,0.027,0.08,sí,sí,,,2.885,44.6,4.11,-2.343,38.7,3.749,PD-543-0 (hermana),PD-547-0,SI,NO,-2.869,-0.109,ok,,medido
PD-543-1,PD,543,1,2TTx56,4,NO,NO,659591.556,4331396.327,4331470.979,739.302,737.155,-2.876,-2.927,2.141,-1.665,36.2,29.6,3.626,3.367,0.045,0.048,sí,sí,,,2.885,44.6,4.11,-2.343,38.7,3.749,PD-543-0 (hermana),PD-547-0,SI,NO,-2.83,-0.046,ok,,medido
PD-544-0,PD,544,0,2TTx42,3,NO,NO,659585.583,4331471.228,4331527.403,737.279,735.562,-3.057,-2.956,0.931,-1.082,17.5,20.1,3.099,3.148,0.008,0.026,sí,no,,,1.658,29.3,3.389,-0.904,17.0,3.091,PD-544-0 (hermana),PD-548-0,SI,NO,-3.069,0.012,ok,,medido
PD-544-1,PD,544,1,2TTx42,3,NO,NO,659591.566,4331471.238,4331527.412,737.123,735.519,-2.855,-2.956,1.157,-0.862,21.4,16.3,3.174,3.079,0.03,0.021,sí,no,,,1.658,29.3,3.389,-0.904,17.0,3.091,PD-544-0 (hermana),PD-548-0,SI,NO,-2.82,-0.035,ok,,medido
PD-545-0,PD,545,0,2TTx56,4,SI,SI,659585.639,4331590.672,4331665.474,728.327,726.171,-2.882,-2.943,0.976,0.649,18.3,347.6,3.101,3.014,0.033,0.028,no,no,,,1.527,27.4,3.315,1.11,339.3,3.145,PD-540-1,PD-545-1 (hermana),NO,SI,-2.64,-0.242,ok,,medido
PD-545-1,PD,545,1,2TTx56,4,SI,SI,659591.643,4331590.843,4331665.62,728.434,726.188,-3.004,-2.943,0.314,0.558,6.1,349.3,2.96,2.995,0.022,0.037,no,no,,,1.527,27.4,3.315,1.11,339.3,3.145,PD-540-1,PD-545-1 (hermana),NO,SI,-2.772,-0.232,ok,,medido
PD-546-0,PD,546,0,2TTx28,2,NO,NO,659597.603,4331358.252,4331396.021,740.343,739.17,-3.106,-3.198,1.248,-1.289,21.3,22.0,3.433,3.448,0.01,0.019,no,sí,,,1.406,23.7,3.494,-0.91,15.9,3.325,PD-542-1,PD-549-0,NO,NO,-3.003,-0.103,ok,,medido
PD-546-1,PD,546,1,2TTx28,2,NO,NO,659603.627,4331358.272,4331396.041,740.296,739.053,-3.291,-3.198,1.247,-1.673,21.3,27.6,3.433,3.61,0.016,0.099,no,sí,,,1.406,23.7,3.494,-0.91,15.9,3.325,PD-542-1,PD-549-0,NO,NO,-3.019,-0.272,ok,,medido
PD-547-0,PD,547,0,2TTx56,4,NO,NO,659597.603,4331396.284,4331470.941,739.235,736.941,-3.073,-3.02,2.237,-1.583,36.5,27.7,3.758,3.41,0.045,0.079,sí,sí,,,2.343,37.8,3.823,0.035,359.3,3.02,PD-543-1,PD-550-0,NO,NO,-2.911,-0.162,ok,,medido
PD-547-1,PD,547,1,2TTx56,4,NO,NO,659603.605,4331396.309,4331470.977,739.081,736.865,-2.968,-3.02,2.166,-1.832,35.6,31.2,3.717,3.532,0.038,0.113,sí,sí,,,2.343,37.8,3.823,0.035,359.3,3.02,PD-543-1,PD-550-0,NO,NO,-2.929,-0.039,ok,,medido
PD-548-0,PD,548,0,2TTx42,3,NO,NO,659597.615,4331471.223,4331527.413,736.949,735.584,-2.429,-2.491,1.175,-1.019,25.3,22.3,2.754,2.691,0.013,0.042,sí,no,,,0.904,19.9,2.65,-0.528,12.0,2.546,PD-544-1,PD-551-0,NO,NO,-2.646,0.217,ok,,medido
PD-548-1,PD,548,1,2TTx42,3,NO,NO,659603.625,4331471.147,4331527.337,736.937,735.503,-2.552,-2.491,1.062,-1.561,23.1,32.1,2.708,2.939,0.012,0.067,sí,no,,,0.904,19.9,2.65,-0.528,12.0,2.546,PD-544-1,PD-551-0,NO,NO,-2.592,0.04,ok,,medido
PD-549-0,PD,549,0,2TTx28,2,NO,NO,659609.618,4331358.217,4331395.999,740.184,739.059,-2.978,-2.881,1.197,-2.283,22.6,38.4,3.12,3.676,0.005,0.096,no,sí,,,1.978,34.5,3.495,-1.306,24.4,3.163,PD-549-0 (hermana),PD-553-0,SI,NO,-3.001,0.023,ok,,medido
PD-549-1,PD,549,1,2TTx28,2,NO,NO,659615.597,4331358.194,4331395.97,740.03,738.978,-2.785,-2.881,1.404,-2.539,26.0,41.4,3.205,3.84,0.034,0.074,no,sí,,,1.978,34.5,3.495,-1.306,24.4,3.163,PD-549-0 (hermana),PD-553-0,SI,NO,-2.704,-0.081,ok,,medido
PD-55-0,PD,55,0,2TTx28,2,NO,NO,658083.125,4330660.734,4330698.429,780.336,779.385,-2.523,-2.403,-2.189,-0.04,317.7,1.0,3.25,2.403,0.095,0.072,no,no,,,-0.6,346.0,2.477,1.16,334.2,2.668,PD-49-1,PD-55-1 (hermana),NO,SI,-2.506,-0.017,ok,,medido
PD-55-1,PD,55,1,2TTx28,2,NO,NO,658089.113,4330660.66,4330698.375,780.362,779.501,-2.283,-2.403,-1.916,-0.515,321.4,12.1,3.073,2.457,0.118,0.033,no,no,,,-0.6,346.0,2.477,1.16,334.2,2.668,PD-49-1,PD-55-1 (hermana),NO,SI,-2.137,-0.146,ok,,medido
PD-550-0,PD,550,0,2TTx56,4,NO,NO,659609.66,4331396.308,4331470.952,739.102,736.849,-3.018,-3.058,1.486,-2.347,25.9,37.5,3.4,3.855,0.068,0.093,sí,sí,,,2.434,38.5,3.908,-1.606,27.7,3.454,PD-550-0 (hermana),PD-554-0,SI,NO,-2.975,-0.043,ok,,medido
PD-550-1,PD,550,1,2TTx56,4,NO,NO,659615.592,4331396.289,4331470.947,738.988,736.675,-3.098,-3.058,1.55,-2.261,26.9,36.5,3.429,3.803,0.052,0.1,sí,sí,,,2.434,38.5,3.908,-1.606,27.7,3.454,PD-550-0 (hermana),PD-554-0,SI,NO,-3.256,0.158,ok,,medido
PD-551-0,PD,551,0,2TTx42,3,NO,NO,659609.601,4331471.261,4331527.457,736.89,735.481,-2.507,-2.331,0.917,-1.965,21.5,40.1,2.505,3.049,0.024,0.036,sí,no,,,1.464,32.1,2.753,-1.464,32.1,2.753,PD-551-0 (hermana),PD-551-1 (hermana),SI,SI,-2.502,-0.005,ok,,medido
PD-551-1,PD,551,1,2TTx42,3,NO,NO,659615.59,4331471.184,4331527.387,736.705,735.494,-2.155,-2.331,0.956,-2.217,22.3,43.6,2.519,3.217,0.03,0.027,sí,no,,,1.464,32.1,2.753,-1.464,32.1,2.753,PD-551-0 (hermana),PD-551-1 (hermana),SI,SI,-2.393,0.238,ok,,medido
PD-552-0,PD,552,0,2TTx56,4,SI,SI,659609.589,4331570.375,4331645.011,730.786,725.905,-6.54,-6.439,-0.383,0.567,356.6,355.0,6.45,6.464,0.029,0.062,no,no,,,-0.778,353.1,6.486,1.384,347.9,6.586,PD-552-0 (hermana),PD-555-0,SI,NO,-6.149,-0.391,ok,,medido
PD-552-1,PD,552,1,2TTx56,4,SI,SI,659615.617,4331570.492,4331645.139,730.75,726.019,-6.338,-6.439,-0.614,0.169,354.6,358.5,6.468,6.441,0.026,0.073,no,no,,,-0.778,353.1,6.486,1.384,347.9,6.586,PD-552-0 (hermana),PD-555-0,SI,NO,-6.404,0.066,ok,,medido
PD-553-0,PD,553,0,2TTx56,4,NO,NO,659621.613,4331377.802,4331452.486,739.452,736.989,-3.298,-3.255,1.651,-2.326,26.9,35.5,3.65,4.001,0.141,0.013,no,sí,,,3.352,45.8,4.672,-2.373,36.1,4.028,PD-550-1,PD-556-0,NO,NO,-3.217,-0.081,ok,,medido
PD-553-1,PD,553,1,2TTx56,4,NO,NO,659627.626,4331377.809,4331452.491,739.268,736.869,-3.212,-3.255,2.055,-2.192,32.3,34.0,3.849,3.924,0.114,0.006,no,sí,,,3.352,45.8,4.672,-2.373,36.1,4.028,PD-550-1,PD-556-0,NO,NO,-3.126,-0.086,ok,,medido
PD-554-0,PD,554,0,2TTx56,4,NO,NO,659621.628,4331452.827,4331527.486,737.07,735.329,-2.332,-2.309,1.451,-2.453,32.1,46.7,2.727,3.369,0.09,0.043,sí,no,,,2.186,43.4,3.18,-2.186,43.4,3.18,PD-554-0 (hermana),PD-554-1 (hermana),SI,SI,-2.317,-0.015,ok,,medido
PD-554-1,PD,554,1,2TTx56,4,NO,NO,659627.632,4331452.777,4331527.429,736.923,735.216,-2.287,-2.309,1.812,-2.453,38.1,46.7,2.935,3.369,0.082,0.038,sí,no,,,2.186,43.4,3.18,-2.186,43.4,3.18,PD-554-0 (hermana),PD-554-1 (hermana),SI,SI,-2.326,0.039,ok,,medido
PD-555-0,PD,555,0,2TTx56,4,SI,NO,659621.635,4331570.25,4331644.919,730.863,726.102,-6.376,-6.299,-0.758,-0.6,353.1,5.4,6.344,6.327,0.023,0.044,no,no,,,-0.127,358.8,6.3,0.127,358.8,6.3,PD-555-0 (hermana),PD-555-1 (hermana),SI,SI,-6.334,-0.042,ok,,medido
PD-555-1,PD,555,1,2TTx56,4,SI,NO,659627.629,4331570.344,4331645.004,730.807,726.162,-6.222,-6.299,-0.717,-1.046,353.5,9.4,6.34,6.385,0.035,0.022,no,no,,,-0.127,358.8,6.3,0.127,358.8,6.3,PD-555-0 (hermana),PD-555-1 (hermana),SI,SI,-6.236,0.014,ok,,medido
PD-556-0,PD,556,0,2TTx56,4,NO,NO,659633.553,4331377.823,4331452.5,739.02,736.835,-2.926,-2.868,2.255,-2.151,38.2,36.9,3.648,3.585,0.071,0.009,no,sí,,,2.373,39.6,3.722,-2.058,35.7,3.53,PD-553-1,PD-559-0,NO,NO,-3.036,0.11,ok,,medido
PD-556-1,PD,556,1,2TTx56,4,NO,NO,659639.555,4331377.795,4331452.47,738.849,736.751,-2.81,-2.868,2.445,-2.22,40.5,37.7,3.769,3.627,0.052,0.017,no,sí,,,2.373,39.6,3.722,-2.058,35.7,3.53,PD-553-1,PD-559-0,NO,NO,-3.028,0.218,ok,,medido
PD-557-0,PD,557,0,2TTx56,4,NO,NO,659633.58,4331452.74,4331527.389,736.771,735.006,-2.364,-2.441,2.111,-2.251,40.9,42.7,3.227,3.32,0.063,0.05,sí,no,,,3.058,51.4,3.913,-1.416,30.1,2.822,PD-554-1,PD-557-1 (hermana),NO,SI,-2.437,0.073,ok,,medido
PD-557-1,PD,557,1,2TTx56,4,NO,NO,659639.611,4331452.772,4331527.406,736.742,734.863,-2.518,-2.441,2.056,-2.699,40.1,47.9,3.191,3.639,0.035,0.034,sí,no,,,3.058,51.4,3.913,-1.416,30.1,2.822,PD-554-1,PD-557-1 (hermana),NO,SI,-2.494,-0.024,ok,,medido
PD-558-0,PD,558,0,2TTx56,4,SI,NO,659633.608,4331570.219,4331644.875,730.663,726.197,-5.982,-5.897,-0.121,-1.13,358.8,10.8,5.898,6.004,0.069,0.032,no,no,,,1.041,10.0,5.988,-0.696,6.7,5.938,PD-555-1,PD-558-1 (hermana),NO,SI,-6.021,0.039,ok,,medido
PD-558-1,PD,558,1,2TTx56,4,SI,NO,659639.613,4331570.362,4331645.027,730.549,726.21,-5.811,-5.897,0.326,-1.296,3.2,12.4,5.906,6.037,0.065,0.026,no,no,,,1.041,10.0,5.988,-0.696,6.7,5.938,PD-555-1,PD-558-1 (hermana),NO,SI,-5.849,0.038,ok,,medido
PD-559-0,PD,559,0,2TTx56,4,NO,NO,659645.636,4331377.849,4331452.54,738.84,736.506,-3.125,-3.043,2.216,-2.395,36.1,38.2,3.764,3.872,0.013,0.018,no,sí,,,2.101,34.6,3.698,-2.101,34.6,3.698,PD-559-0 (hermana),PD-559-1 (hermana),SI,SI,-3.018,-0.107,ok,,medido
PD-559-1,PD,559,1,2TTx56,4,NO,NO,659651.647,4331377.797,4331452.505,738.654,736.442,-2.961,-3.043,2.132,-2.382,35.0,38.1,3.715,3.864,0.008,0.029,no,sí,,,2.101,34.6,3.698,-2.101,34.6,3.698,PD-559-0 (hermana),PD-559-1 (hermana),SI,SI,-3.036,0.075,ok,,medido
PD-56-0,PD,56,0,2TTx28,2,NO,NO,658095.114,4330095.351,4330133.065,800.232,799.204,-2.726,-2.74,0.883,-1.947,17.9,35.4,2.879,3.361,0.078,0.19,no,sí,,,1.591,30.1,3.168,0.383,352.0,2.767,PD-50-1,PD-62-0,NO,NO,-3.039,0.313,ok,,medido
PD-56-1,PD,56,1,2TTx28,2,NO,NO,658101.105,4330095.269,4330132.995,800.176,799.137,-2.754,-2.74,1.164,-2.716,23.0,44.7,2.977,3.858,0.038,0.187,no,sí,,,1.591,30.1,3.168,0.383,352.0,2.767,PD-50-1,PD-62-0,NO,NO,-3.028,0.274,ok,,medido
PD-560-0,PD,560,0,2TTx56,4,NO,NO,659645.627,4331452.784,4331527.422,736.559,734.613,-2.607,-2.648,2.626,-3.073,44.8,49.3,3.729,4.056,0.058,0.125,sí,no,,,3.593,53.6,4.463,-2.092,38.3,3.375,PD-557-1,PD-563-0,NO,NO,-2.545,-0.062,ok,,medido
PD-560-1,PD,560,1,2TTx56,4,NO,NO,659651.654,4331452.75,4331527.402,736.464,734.457,-2.688,-2.648,2.512,-3.711,43.5,54.5,3.65,4.559,0.04,0.119,sí,no,,,3.593,53.6,4.463,-2.092,38.3,3.375,PD-557-1,PD-563-0,NO,NO,-2.592,-0.096,ok,,medido
PD-561-0,PD,561,0,2TTx56,4,SI,SI,659645.623,4331570.341,4331645.052,730.37,726.238,-5.531,-5.417,0.853,-1.124,8.9,11.7,5.484,5.533,0.026,0.043,no,no,,,1.254,13.0,5.561,-0.91,9.5,5.493,PD-558-1,PD-561-1 (hermana),NO,SI,-5.545,0.014,ok,,medido
PD-561-1,PD,561,1,2TTx56,4,SI,SI,659651.644,4331570.443,4331645.161,730.225,726.262,-5.304,-5.417,0.98,-0.824,10.3,8.6,5.505,5.48,0.012,0.044,no,no,,,1.254,13.0,5.561,-0.91,9.5,5.493,PD-558-1,PD-561-1 (hermana),NO,SI,-5.281,-0.023,ok,,medido
PD-562-0,PD,562,0,2TTx56,4,NO,NO,659657.642,4331377.816,4331452.507,738.518,736.28,-2.996,-2.945,2.222,-2.266,37.0,37.6,3.689,3.716,0.015,0.013,no,sí,,,2.48,40.1,3.85,-2.441,39.7,3.825,PD-559-1,PD-562-1 (hermana),NO,SI,-2.952,-0.044,ok,,medido
PD-562-1,PD,562,1,2TTx56,4,NO,NO,659663.635,4331377.785,4331452.486,738.334,736.173,-2.893,-2.945,2.322,-2.03,38.3,34.6,3.75,3.577,0.017,0.021,no,sí,,,2.48,40.1,3.85,-2.441,39.7,3.825,PD-559-1,PD-562-1 (hermana),NO,SI,-2.784,-0.109,ok,,medido
PD-563-0,PD,563,0,2TTx42,3,NO,NO,659657.607,4331452.831,4331509.016,736.308,734.856,-2.584,-2.695,2.286,-4.384,40.3,58.4,3.534,5.146,0.04,0.063,sí,no,,,3.332,51.0,4.286,-3.332,51.0,4.286,PD-563-0 (hermana),PD-563-1 (hermana),SI,SI,-2.516,-0.068,ok,,medido
PD-563-1,PD,563,1,2TTx42,3,NO,NO,659663.632,4331452.854,4331509.047,736.169,734.592,-2.806,-2.695,2.661,-4.676,44.6,60.0,3.788,5.397,0.04,0.017,sí,no,,,3.332,51.0,4.286,-3.332,51.0,4.286,PD-563-0 (hermana),PD-563-1 (hermana),SI,SI,-2.698,-0.108,ok,,medido
PD-564-0,PD,564,0,2TTx56,4,NO,NO,659657.61,4331570.296,4331644.887,730.045,726.25,-5.088,-4.959,1.205,-0.446,13.7,5.1,5.103,4.979,0.035,0.012,no,no,,,1.794,19.9,5.273,0.31,356.4,4.968,PD-561-1,PD-568-0,NO,NO,-5.055,-0.033,ok,,medido
PD-564-1,PD,564,1,2TTx56,4,NO,NO,659663.599,4331570.244,4331644.865,729.868,726.264,-4.83,-4.959,1.305,-0.019,14.7,0.2,5.128,4.959,0.034,0.02,no,no,,,1.794,19.9,5.273,0.31,356.4,4.968,PD-561-1,PD-568-0,NO,NO,-4.885,0.055,ok,,medido
PD-565-0,PD,565,0,2TTx28,2,NO,NO,659657.573,4331675.949,4331713.696,725.335,723.976,-3.6,-3.607,,-1.345,,20.4,,3.85,,0.035,no,no,,,1.071,16.5,3.763,-1.04,16.1,3.754,PD-565-0 (hermana),PD-569-0,SI,NO,-2.544,-1.056,revisar,,medido
PD-565-1,PD,565,1,2TTx28,2,NO,NO,659663.597,4331675.921,4331713.666,725.274,723.91,-3.614,-3.607,1.071,-1.39,16.5,21.1,3.763,3.866,0.0,0.023,no,no,,,1.071,16.5,3.763,-1.04,16.1,3.754,PD-565-0 (hermana),PD-569-0,SI,NO,-2.731,-0.883,atencion,,medido
PD-566-0,PD,566,0,2TTx42,3,NO,NO,659669.646,4331382.737,4331438.973,738.064,736.367,-3.018,-2.907,2.521,-1.705,40.9,30.4,3.848,3.37,0.01,0.02,no,no,,,2.692,42.8,3.962,-1.376,25.3,3.216,PD-562-1,PD-566-1 (hermana),NO,SI,-2.673,-0.345,ok,,medido
PD-566-1,PD,566,1,2TTx42,3,NO,NO,659675.645,4331382.706,4331438.934,737.92,736.348,-2.796,-2.907,2.181,-1.932,36.9,33.6,3.634,3.49,0.019,0.01,no,no,,,2.692,42.8,3.962,-1.376,25.3,3.216,PD-562-1,PD-566-1 (hermana),NO,SI,-2.615,-0.181,ok,,medido
PD-567-0,PD,567,0,2TTx28,2,NO,NO,659669.632,4331471.271,4331509.009,735.484,734.201,-3.4,-3.597,3.39,-4.205,43.3,49.5,4.943,5.534,0.094,0.096,no,no,,,5.066,54.6,6.214,-4.429,50.9,5.706,PD-567-0 (hermana),PD-571-0,SI,NO,-3.021,-0.379,ok,,medido
PD-567-1,PD,567,1,2TTx28,2,NO,NO,659675.619,4331471.193,4331508.901,735.258,733.827,-3.795,-3.597,3.875,-3.775,47.1,46.4,5.287,5.215,0.118,0.071,no,no,,,5.066,54.6,6.214,-4.429,50.9,5.706,PD-567-0 (hermana),PD-571-0,SI,NO,-3.329,-0.466,ok,,medido
PD-568-0,PD,568,0,2TTx56,4,NO,NO,659669.618,4331570.281,4331644.897,729.909,726.257,-4.894,-4.871,0.851,-0.29,9.9,3.4,4.945,4.88,0.023,0.023,no,no,,,0.064,0.8,4.871,-0.064,0.8,4.871,PD-568-0 (hermana),PD-568-1 (hermana),SI,SI,-4.852,-0.042,ok,,medido
PD-568-1,PD,568,1,2TTx56,4,NO,NO,659675.63,4331570.254,4331644.869,729.889,726.272,-4.848,-4.871,0.489,-0.404,5.7,4.7,4.895,4.888,0.058,0.023,no,no,,,0.064,0.8,4.871,-0.064,0.8,4.871,PD-568-0 (hermana),PD-568-1 (hermana),SI,SI,-4.829,-0.019,ok,,medido
PD-569-0,PD,569,0,2TTx28,2,NO,NO,659669.625,4331673.943,4331711.687,725.337,723.87,-3.887,-3.661,1.052,-1.348,16.0,20.2,3.809,3.901,0.0,0.057,no,no,,,2.127,30.2,4.234,-1.521,22.6,3.964,PD-569-0 (hermana),PD-573-0,SI,NO,-3.061,-0.826,atencion,,medido
PD-569-1,PD,569,1,2TTx28,2,NO,NO,659675.626,4331673.918,4331711.676,725.125,723.828,-3.435,-3.661,1.484,-0.302,22.1,4.7,3.95,3.673,0.039,0.129,no,no,,,2.127,30.2,4.234,-1.521,22.6,3.964,PD-569-0 (hermana),PD-573-0,SI,NO,-2.947,-0.488,ok,,medido
PD-57-0,PD,57,0,2TTx56,4,NO,NO,658095.131,4330133.364,4330207.94,799.299,795.52,-5.067,-4.958,-0.796,-0.701,350.9,8.0,5.022,5.008,0.062,0.253,sí,sí,,,0.241,2.8,4.964,0.3,356.5,4.967,PD-51-1,PD-63-0,NO,NO,-4.982,-0.085,ok,,medido
PD-57-1,PD,57,1,2TTx56,4,NO,NO,658101.148,4330133.388,4330207.938,799.23,795.615,-4.849,-4.958,-0.733,-1.509,351.6,16.9,5.012,5.183,0.101,0.232,sí,sí,,,0.241,2.8,4.964,0.3,356.5,4.967,PD-51-1,PD-63-0,NO,NO,-4.803,-0.046,ok,,medido
PD-570-0,PD,570,0,2TTx42,3,NO,NO,659681.661,4331382.738,4331438.962,737.711,736.283,-2.54,-2.387,2.131,-1.431,41.8,30.9,3.2,2.783,0.019,0.0,no,no,,,2.264,43.5,3.29,-1.431,30.9,2.783,PD-566-1,PD-570-1 (hermana),NO,SI,-2.423,-0.117,ok,,medido
