id,X,Y,Z,rc,assigned,tracker_idx,row_side,Tracker_ID,NCU,GW,TCU,PS,NCU_ACCIONA,GRUPO,Tracker_Xref,Tracker_Yref,dx_ref,dy_ref,mesa,m_side,corner
604,201794.641,8162245.254,1588.292,12.0,True,6.0,E,TR-01_1-007,1.0,1.0,7.0,01_1,MU-01_1-21,3.0,201794.5995,8162245.826,0.041,-0.572,2,N,NE
605,201794.611,8162246.29,1588.276,12.0,True,6.0,E,TR-01_1-007,1.0,1.0,7.0,01_1,MU-01_1-21,3.0,201794.5995,8162245.826,0.011,0.464,1,S,SE
606,201800.87,8162246.405,1588.342,15.0,True,7.0,W,TR-01_1-008,1.0,1.0,8.0,01_1,MU-01_1-21,3.0,201806.9955,8162245.826,-6.125,0.579,1,S,SW
607,201800.909,8162245.503,1588.366,15.0,True,7.0,W,TR-01_1-008,1.0,1.0,8.0,01_1,MU-01_1-21,3.0,201806.9955,8162245.826,-6.086,-0.323,2,N,NW
608,201807.033,8162245.329,1588.628,14.0,True,7.0,E,TR-01_1-008,1.0,1.0,8.0,01_1,MU-01_1-21,3.0,201806.9955,8162245.826,0.038,-0.497,2,N,NE
609,201807.048,8162246.329,1588.612,14.0,True,7.0,E,TR-01_1-008,1.0,1.0,8.0,01_1,MU-01_1-21,3.0,201806.9955,8162245.826,0.053,0.503,1,S,SE
610,201813.232,8162245.384,1588.576,,False,,?,,,,,,,,,,,,-1,?,?
611,201813.231,8162246.386,1588.562,,False,,?,,,,,,,,,,,,-1,?,?
612,201813.212,8162283.037,1588.159,,False,,?,,,,,,,,,,,,-1,?,?
613,201807.011,8162282.969,1588.215,14.0,True,7.0,E,TR-01_1-008,1.0,1.0,8.0,01_1,MU-01_1-21,3.0,201806.9955,8162245.826,0.016,37.143,1,N,NE
614,201800.808,8162283.104,1587.775,15.0,True,7.0,W,TR-01_1-008,1.0,1.0,8.0,01_1,MU-01_1-21,3.0,201806.9955,8162245.826,-6.188,37.278,1,N,NW
615,201794.588,8162282.988,1587.985,12.0,True,6.0,E,TR-01_1-007,1.0,1.0,7.0,01_1,MU-01_1-21,3.0,201794.5995,8162245.826,-0.012,37.162,1,N,NE
616,201788.415,8162282.972,1587.94,13.0,True,6.0,W,TR-01_1-007,1.0,1.0,7.0,01_1,MU-01_1-21,3.0,201794.5995,8162245.826,-6.185,37.146,1,N,NW
617,201782.216,8162282.98,1587.877,10.0,True,5.0,E,TR-01_1-006,1.0,1.0,6.0,01_1,MU-01_1-21,2.0,201782.2035,8162245.826,0.012,37.154,1,N,NE
618,201776.026,8162283.124,1587.853,11.0,True,5.0,W,TR-01_1-006,1.0,1.0,6.0,01_1,MU-01_1-21,2.0,201782.2035,8162245.826,-6.177,37.298,1,N,NW
619,201769.808,8162282.991,1587.84,8.0,True,4.0,E,TR-01_1-005,1.0,1.0,5.0,01_1,MU-01_1-21,2.0,201769.8075,8162245.826,0.0,37.165,1,N,NE
620,201763.667,8162283.139,1587.748,9.0,True,4.0,W,TR-01_1-005,1.0,1.0,5.0,01_1,MU-01_1-21,2.0,201769.8075,8162245.826,-6.141,37.313,1,N,NW
621,201757.476,8162283.014,1587.56,6.0,True,3.0,E,TR-01_1-004,1.0,1.0,4.0,01_1,MU-01_1-21,2.0,201757.4115,8162245.826,0.065,37.188,1,N,NE
622,201751.256,8162283.115,1587.57,7.0,True,3.0,W,TR-01_1-004,1.0,1.0,4.0,01_1,MU-01_1-21,2.0,201757.4115,8162245.826,-6.155,37.289,1,N,NW
623,201745.046,8162283.006,1587.656,4.0,True,2.0,E,TR-01_1-003,1.0,1.0,3.0,01_1,MU-01_1-21,1.0,201745.0155,8162245.826,0.03,37.18,1,N,NE
624,201738.842,8162283.047,1587.644,5.0,True,2.0,W,TR-01_1-003,1.0,1.0,3.0,01_1,MU-01_1-21,1.0,201745.0155,8162245.826,-6.174,37.221,1,N,NW
625,201732.633,8162282.925,1587.498,2.0,True,1.0,E,TR-01_1-002,1.0,1.0,2.0,01_1,MU-01_1-21,1.0,201732.6195,8162245.826,0.014,37.099,1,N,NE
626,201726.402,8162276.156,1587.519,3.0,True,1.0,W,TR-01_1-002,1.0,1.0,2.0,01_1,MU-01_1-21,1.0,201732.6195,8162245.826,-6.217,30.33,1,N,NW
627,201726.44,8162239.463,1587.536,3.0,True,1.0,W,TR-01_1-002,1.0,1.0,2.0,01_1,MU-01_1-21,1.0,201732.6195,8162245.826,-6.179,-6.363,1,S,SW
628,201726.44,8162238.448,1587.542,3.0,True,1.0,W,TR-01_1-002,1.0,1.0,2.0,01_1,MU-01_1-21,1.0,201732.6195,8162245.826,-6.179,-7.378,2,N,NW
629,201726.457,8162201.748,1587.536,19.0,True,9.0,W,TR-01_1-010,1.0,1.0,10.0,01_1,MU-01_1-21,1.0,201732.6195,8162170.72,-6.163,31.028,1,N,NW
630,201726.459,8162201.02,1587.738,19.0,True,9.0,W,TR-01_1-010,1.0,1.0,10.0,01_1,MU-01_1-21,1.0,201732.6195,8162170.72,-6.16,30.3,1,S,SW
631,201726.426,8162164.308,1587.529,19.0,True,9.0,W,TR-01_1-010,1.0,1.0,10.0,01_1,MU-01_1-21,1.0,201732.6195,8162170.72,-6.193,-6.412,2,N,NW
632,201726.438,8162163.3,1587.545,19.0,True,9.0,W,TR-01_1-010,1.0,1.0,10.0,01_1,MU-01_1-21,1.0,201732.6195,8162170.72,-6.182,-7.42,2,S,SW
633,201726.497,8162126.554,1588.266,39.0,True,19.0,W,TR-01_1-020,1.0,1.0,20.0,01_1,MU-01_1-21,1.0,201732.6195,8162095.614,-6.122,30.94,1,N,NW
634,201726.455,8162125.82,1588.303,39.0,True,19.0,W,TR-01_1-020,1.0,1.0,20.0,01_1,MU-01_1-21,1.0,201732.6195,8162095.614,-6.165,30.206,1,S,SW
635,201726.446,8162089.097,1588.643,39.0,True,19.0,W,TR-01_1-020,1.0,1.0,20.0,01_1,MU-01_1-21,1.0,201732.6195,8162095.614,-6.174,-6.517,2,N,NW
636,201726.442,8162088.179,1588.645,39.0,True,19.0,W,TR-01_1-020,1.0,1.0,20.0,01_1,MU-01_1-21,1.0,201732.6195,8162095.614,-6.177,-7.435,2,S,SW
637,201726.456,8162051.49,1588.983,85.0,True,42.0,W,TR-01_1-043,1.0,1.0,43.0,01_1,MU-01_1-21,1.0,201732.6195,8162020.508,-6.163,30.982,1,N,NW
638,201726.443,8162050.801,1588.981,85.0,True,42.0,W,TR-01_1-043,1.0,1.0,43.0,01_1,MU-01_1-21,1.0,201732.6195,8162020.508,-6.177,30.293,1,S,SW
639,201726.457,8162013.992,1589.073,85.0,True,42.0,W,TR-01_1-043,1.0,1.0,43.0,01_1,MU-01_1-21,1.0,201732.6195,8162020.508,-6.163,-6.516,2,N,NW
640,201726.493,8162013.147,1589.102,85.0,True,42.0,W,TR-01_1-043,1.0,1.0,43.0,01_1,MU-01_1-21,1.0,201732.6195,8162020.508,-6.127,-7.361,2,S,SW
641,201726.449,8161976.38,1589.154,,False,,?,,,,,,,,,,,,-1,?,?
642,201720.236,8161976.347,1589.065,82.0,True,41.0,E,TR-01_1-042,1.0,1.0,42.0,01_1,MU-01_1-21,1.0,201720.2235,8162013.508,0.013,-37.161,2,S,SE
643,201720.244,8162013.111,1588.928,82.0,True,41.0,E,TR-01_1-042,1.0,1.0,42.0,01_1,MU-01_1-21,1.0,201720.2235,8162013.508,0.021,-0.397,2,N,NE
644,201720.252,8162013.889,1588.923,82.0,True,41.0,E,TR-01_1-042,1.0,1.0,42.0,01_1,MU-01_1-21,1.0,201720.2235,8162013.508,0.029,0.381,1,S,SE
645,201720.241,8162050.64,1588.765,82.0,True,41.0,E,TR-01_1-042,1.0,1.0,42.0,01_1,MU-01_1-21,1.0,201720.2235,8162013.508,0.018,37.132,1,N,NE
646,201720.239,8162051.496,1588.883,36.0,True,18.0,E,TR-01_1-019,1.0,1.0,19.0,01_1,MU-01_1-21,1.0,201720.2235,8162088.614,0.016,-37.118,2,S,SE
647,201720.254,8162088.182,1588.534,36.0,True,18.0,E,TR-01_1-019,1.0,1.0,19.0,01_1,MU-01_1-21,1.0,201720.2235,8162088.614,0.03,-0.432,2,N,NE
648,201720.244,8162089.092,1588.522,36.0,True,18.0,E,TR-01_1-019,1.0,1.0,19.0,01_1,MU-01_1-21,1.0,201720.2235,8162088.614,0.021,0.478,1,S,SE
649,201720.257,8162126.481,1588.131,16.0,True,8.0,E,TR-01_1-009,1.0,1.0,9.0,01_1,MU-01_1-21,1.0,201720.2235,8162163.72,0.034,-37.239,2,S,SE
650,201720.242,8162125.818,1588.173,36.0,True,18.0,E,TR-01_1-019,1.0,1.0,19.0,01_1,MU-01_1-21,1.0,201720.2235,8162088.614,0.019,37.204,1,N,NE
651,201720.25,8162163.189,1587.447,16.0,True,8.0,E,TR-01_1-009,1.0,1.0,9.0,01_1,MU-01_1-21,1.0,201720.2235,8162163.72,0.027,-0.531,2,N,NE
652,201720.205,8162164.19,1587.425,16.0,True,8.0,E,TR-01_1-009,1.0,1.0,9.0,01_1,MU-01_1-21,1.0,201720.2235,8162163.72,-0.019,0.47,1,S,SE
653,201720.265,8162200.91,1587.574,16.0,True,8.0,E,TR-01_1-009,1.0,1.0,9.0,01_1,MU-01_1-21,1.0,201720.2235,8162163.72,0.042,37.19,1,N,NE
654,201720.259,8162201.596,1587.504,0.0,True,0.0,E,TR-01_1-001,1.0,1.0,1.0,01_1,MU-01_1-21,1.0,201720.2235,8162238.826,0.035,-37.23,2,S,SE
655,201720.242,8162238.307,1587.529,0.0,True,0.0,E,TR-01_1-001,1.0,1.0,1.0,01_1,MU-01_1-21,1.0,201720.2235,8162238.826,0.019,-0.519,2,N,NE
656,201720.239,8162239.325,1587.532,0.0,True,0.0,E,TR-01_1-001,1.0,1.0,1.0,01_1,MU-01_1-21,1.0,201720.2235,8162238.826,0.016,0.499,1,S,SE
657,201720.23,8162276.016,1587.334,0.0,True,0.0,E,TR-01_1-001,1.0,1.0,1.0,01_1,MU-01_1-21,1.0,201720.2235,8162238.826,0.007,37.19,1,N,NE
658,201900.006,8162051.435,1592.843,113.0,True,56.0,W,TR-01_1-057,1.0,1.0,57.0,01_1,MU-01_1-21,5.0,201906.1635,8162050.9343,-6.158,0.501,1,S,SW
659,201899.999,8162050.558,1592.849,113.0,True,56.0,W,TR-01_1-057,1.0,1.0,57.0,01_1,MU-01_1-21,5.0,201906.1635,8162050.9343,-6.164,-0.376,2,N,NW
660,201905.956,8162050.338,1592.937,112.0,True,56.0,E,TR-01_1-057,1.0,1.0,57.0,01_1,MU-01_1-21,5.0,201906.1635,8162050.9343,-0.207,-0.596,2,N,NE
661,201906.193,8162051.288,1592.988,112.0,True,56.0,E,TR-01_1-057,1.0,1.0,57.0,01_1,MU-01_1-21,5.0,201906.1635,8162050.9343,0.03,0.354,1,S,SE
662,201906.108,8162013.65,1593.254,112.0,True,56.0,E,TR-01_1-057,1.0,1.0,57.0,01_1,MU-01_1-21,5.0,201906.1635,8162050.9343,-0.055,-37.284,2,S,SE
663,201906.171,8162013.075,1593.365,138.0,True,69.0,E,TR-01_1-070,1.0,2.0,70.0,01_1,MU-01_1-21,5.0,201906.1635,8161975.8283,0.008,37.247,1,N,NE
664,201900.109,8162013.763,1593.004,113.0,True,56.0,W,TR-01_1-057,1.0,1.0,57.0,01_1,MU-01_1-21,5.0,201906.1635,8162050.9343,-6.054,-37.171,2,S,SW
665,201899.98,8162013.151,1593.138,139.0,True,69.0,W,TR-01_1-070,1.0,2.0,70.0,01_1,MU-01_1-21,5.0,201906.1635,8161975.8283,-6.183,37.323,1,N,NW
666,201900.077,8161976.427,1592.816,139.0,True,69.0,W,TR-01_1-070,1.0,2.0,70.0,01_1,MU-01_1-21,5.0,201906.1635,8161975.8283,-6.087,0.599,1,S,SW
667,201900.05,8161975.504,1592.868,139.0,True,69.0,W,TR-01_1-070,1.0,2.0,70.0,01_1,MU-01_1-21,5.0,201906.1635,8161975.8283,-6.114,-0.324,2,N,NW
668,201906.06,8161975.291,1593.064,138.0,True,69.0,E,TR-01_1-070,1.0,2.0,70.0,01_1,MU-01_1-21,5.0,201906.1635,8161975.8283,-0.103,-0.537,2,N,NE
669,201906.204,8161976.231,1593.072,138.0,True,69.0,E,TR-01_1-070,1.0,2.0,70.0,01_1,MU-01_1-21,5.0,201906.1635,8161975.8283,0.041,0.403,1,S,SE
670,201906.201,8161938.589,1594.223,138.0,True,69.0,E,TR-01_1-070,1.0,2.0,70.0,01_1,MU-01_1-21,5.0,201906.1635,8161975.8283,0.038,-37.239,2,S,SE
671,201899.904,8161938.66,1594.368,139.0,True,69.0,W,TR-01_1-070,1.0,2.0,70.0,01_1,MU-01_1-21,5.0,201906.1635,8161975.8283,-6.259,-37.168,2,S,SW
672,201893.786,8161938.56,1594.19,136.0,True,68.0,E,TR-01_1-069,1.0,2.0,69.0,01_1,MU-01_1-21,4.0,201893.7675,8161975.8283,0.019,-37.268,2,S,SE
673,201893.747,8161975.234,1592.587,136.0,True,68.0,E,TR-01_1-069,1.0,2.0,69.0,01_1,MU-01_1-21,4.0,201893.7675,8161975.8283,-0.02,-0.594,2,N,NE
674,201893.709,8161976.131,1592.625,136.0,True,68.0,E,TR-01_1-069,1.0,2.0,69.0,01_1,MU-01_1-21,4.0,201893.7675,8161975.8283,-0.058,0.303,1,S,SE
675,201893.726,8162012.974,1592.898,136.0,True,68.0,E,TR-01_1-069,1.0,2.0,69.0,01_1,MU-01_1-21,4.0,201893.7675,8161975.8283,-0.041,37.146,1,N,NE
676,201893.76,8162013.563,1592.797,110.0,True,55.0,E,TR-01_1-056,1.0,1.0,56.0,01_1,MU-01_1-21,4.0,201893.7675,8162050.9343,-0.007,-37.371,2,S,SE
677,201887.583,8162013.807,1592.733,111.0,True,55.0,W,TR-01_1-056,1.0,1.0,56.0,01_1,MU-01_1-21,4.0,201893.7675,8162050.9343,-6.184,-37.127,2,S,SW
678,201887.751,8162050.528,1592.444,111.0,True,55.0,W,TR-01_1-056,1.0,1.0,56.0,01_1,MU-01_1-21,4.0,201893.7675,8162050.9343,-6.016,-0.406,2,N,NW
679,201887.656,8162051.448,1592.476,111.0,True,55.0,W,TR-01_1-056,1.0,1.0,56.0,01_1,MU-01_1-21,4.0,201893.7675,8162050.9343,-6.111,0.514,1,S,SW
680,201893.772,8162050.413,1592.745,110.0,True,55.0,E,TR-01_1-056,1.0,1.0,56.0,01_1,MU-01_1-21,4.0,201893.7675,8162050.9343,0.005,-0.521,2,N,NE
681,201893.776,8162051.27,1592.747,110.0,True,55.0,E,TR-01_1-056,1.0,1.0,56.0,01_1,MU-01_1-21,4.0,201893.7675,8162050.9343,0.009,0.336,1,S,SE
682,201893.76,8162088.11,1592.737,110.0,True,55.0,E,TR-01_1-056,1.0,1.0,56.0,01_1,MU-01_1-21,4.0,201893.7675,8162050.9343,-0.007,37.176,1,N,NE
683,201893.753,8162088.869,1592.56,64.0,True,32.0,E,TR-01_1-033,1.0,1.0,33.0,01_1,MU-01_1-21,4.0,201893.7675,8162126.0403,-0.014,-37.171,2,S,SE
684,201887.626,8162088.233,1592.641,111.0,True,55.0,W,TR-01_1-056,1.0,1.0,56.0,01_1,MU-01_1-21,4.0,201893.7675,8162050.9343,-6.141,37.299,1,N,NW
685,201887.622,8162088.829,1592.406,65.0,True,32.0,W,TR-01_1-033,1.0,1.0,33.0,01_1,MU-01_1-21,4.0,201893.7675,8162126.0403,-6.145,-37.211,2,S,SW
686,201887.664,8162125.58,1592.129,65.0,True,32.0,W,TR-01_1-033,1.0,1.0,33.0,01_1,MU-01_1-21,4.0,201893.7675,8162126.0403,-6.103,-0.46,2,N,NW
687,201887.634,8162126.401,1592.099,65.0,True,32.0,W,TR-01_1-033,1.0,1.0,33.0,01_1,MU-01_1-21,4.0,201893.7675,8162126.0403,-6.133,0.361,1,S,SW
688,201893.172,8162125.716,1591.947,64.0,True,32.0,E,TR-01_1-033,1.0,1.0,33.0,01_1,MU-01_1-21,4.0,201893.7675,8162126.0403,-0.595,-0.324,2,N,NE
689,201893.733,8162126.387,1592.175,64.0,True,32.0,E,TR-01_1-033,1.0,1.0,33.0,01_1,MU-01_1-21,4.0,201893.7675,8162126.0403,-0.034,0.347,1,S,SE
690,201887.566,8162163.21,1591.811,65.0,True,32.0,W,TR-01_1-033,1.0,1.0,33.0,01_1,MU-01_1-21,4.0,201893.7675,8162126.0403,-6.201,37.17,1,N,NW
691,201893.768,8162163.192,1591.761,64.0,True,32.0,E,TR-01_1-033,1.0,1.0,33.0,01_1,MU-01_1-21,4.0,201893.7675,8162126.0403,0.001,37.152,1,N,NE
692,201881.372,8162163.167,1591.61,62.0,True,31.0,E,TR-01_1-032,1.0,1.0,32.0,01_1,MU-01_1-21,4.0,201881.3715,8162126.0403,0.0,37.127,1,N,NE
693,201875.21,8162163.372,1591.263,63.0,True,31.0,W,TR-01_1-032,1.0,1.0,32.0,01_1,MU-01_1-21,4.0,201881.3715,8162126.0403,-6.162,37.332,1,N,NW
694,201875.275,8162126.624,1591.793,63.0,True,31.0,W,TR-01_1-032,1.0,1.0,32.0,01_1,MU-01_1-21,4.0,201881.3715,8162126.0403,-6.097,0.584,1,S,SW
695,201875.262,8162125.71,1591.826,63.0,True,31.0,W,TR-01_1-032,1.0,1.0,32.0,01_1,MU-01_1-21,4.0,201881.3715,8162126.0403,-6.11,-0.33,2,N,NW
696,201881.318,8162125.622,1591.958,62.0,True,31.0,E,TR-01_1-032,1.0,1.0,32.0,01_1,MU-01_1-21,4.0,201881.3715,8162126.0403,-0.054,-0.418,2,N,NE
697,201881.361,8162126.347,1591.972,62.0,True,31.0,E,TR-01_1-032,1.0,1.0,32.0,01_1,MU-01_1-21,4.0,201881.3715,8162126.0403,-0.011,0.307,1,S,SE
698,201881.432,8162088.85,1592.294,62.0,True,31.0,E,TR-01_1-032,1.0,1.0,32.0,01_1,MU-01_1-21,4.0,201881.3715,8162126.0403,0.06,-37.19,2,S,SE
699,201881.414,8162088.086,1592.495,108.0,True,54.0,E,TR-01_1-055,1.0,1.0,55.0,01_1,MU-01_1-21,4.0,201881.3715,8162050.9343,0.042,37.152,1,N,NE
700,201875.315,8162088.804,1591.977,63.0,True,31.0,W,TR-01_1-032,1.0,1.0,32.0,01_1,MU-01_1-21,4.0,201881.3715,8162126.0403,-6.057,-37.236,2,S,SW
701,201875.176,8162088.042,1592.132,109.0,True,54.0,W,TR-01_1-055,1.0,1.0,55.0,01_1,MU-01_1-21,4.0,201881.3715,8162050.9343,-6.196,37.108,1,N,NW
702,201875.313,8162051.316,1592.242,109.0,True,54.0,W,TR-01_1-055,1.0,1.0,55.0,01_1,MU-01_1-21,4.0,201881.3715,8162050.9343,-6.059,0.382,1,S,SW
703,201875.281,8162050.738,1592.339,109.0,True,54.0,W,TR-01_1-055,1.0,1.0,55.0,01_1,MU-01_1-21,4.0,201881.3715,8162050.9343,-6.091,-0.196,2,N,NW
704,201881.233,8162050.396,1592.265,108.0,True,54.0,E,TR-01_1-055,1.0,1.0,55.0,01_1,MU-01_1-21,4.0,201881.3715,8162050.9343,-0.139,-0.538,2,N,NE
705,201881.314,8162051.174,1592.351,108.0,True,54.0,E,TR-01_1-055,1.0,1.0,55.0,01_1,MU-01_1-21,4.0,201881.3715,8162050.9343,-0.057,0.24,1,S,SE
706,201881.38,8162013.603,1592.67,108.0,True,54.0,E,TR-01_1-055,1.0,1.0,55.0,01_1,MU-01_1-21,4.0,201881.3715,8162050.9343,0.008,-37.331,2,S,SE
707,201875.189,8162013.709,1592.499,109.0,True,54.0,W,TR-01_1-055,1.0,1.0,55.0,01_1,MU-01_1-21,4.0,201881.3715,8162050.9343,-6.182,-37.225,2,S,SW
708,201868.989,8162013.774,1592.449,106.0,True,53.0,E,TR-01_1-054,1.0,1.0,54.0,01_1,MU-01_1-21,4.0,201868.9755,8162050.9343,0.014,-37.16,2,S,SE
709,201862.963,8162013.864,1592.577,107.0,True,53.0,W,TR-01_1-054,1.0,1.0,54.0,01_1,MU-01_1-21,4.0,201868.9755,8162050.9343,-6.013,-37.07,2,S,SW
710,201862.825,8162050.545,1591.943,107.0,True,53.0,W,TR-01_1-054,1.0,1.0,54.0,01_1,MU-01_1-21,4.0,201868.9755,8162050.9343,-6.15,-0.389,2,N,NW
711,201862.835,8162051.508,1591.924,107.0,True,53.0,W,TR-01_1-054,1.0,1.0,54.0,01_1,MU-01_1-21,4.0,201868.9755,8162050.9343,-6.141,0.574,1,S,SW
712,201868.843,8162050.601,1592.192,106.0,True,53.0,E,TR-01_1-054,1.0,1.0,54.0,01_1,MU-01_1-21,4.0,201868.9755,8162050.9343,-0.133,-0.333,2,N,NE
713,201868.9,8162051.203,1592.253,106.0,True,53.0,E,TR-01_1-054,1.0,1.0,54.0,01_1,MU-01_1-21,4.0,201868.9755,8162050.9343,-0.076,0.269,1,S,SE
714,201868.876,8162088.169,1591.91,106.0,True,53.0,E,TR-01_1-054,1.0,1.0,54.0,01_1,MU-01_1-21,4.0,201868.9755,8162050.9343,-0.1,37.235,1,N,NE
715,201869.011,8162088.753,1591.831,60.0,True,30.0,E,TR-01_1-031,1.0,1.0,31.0,01_1,MU-01_1-21,4.0,201868.9755,8162126.0403,0.035,-37.287,2,S,SE
716,201862.816,8162088.882,1591.641,61.0,True,30.0,W,TR-01_1-031,1.0,1.0,31.0,01_1,MU-01_1-21,4.0,201868.9755,8162126.0403,-6.16,-37.158,2,S,SW
717,201862.78,8162088.223,1591.773,107.0,True,53.0,W,TR-01_1-054,1.0,1.0,54.0,01_1,MU-01_1-21,4.0,201868.9755,8162050.9343,-6.196,37.289,1,N,NW
718,201862.958,8162125.595,1591.556,61.0,True,30.0,W,TR-01_1-031,1.0,1.0,31.0,01_1,MU-01_1-21,4.0,201868.9755,8162126.0403,-6.017,-0.445,2,N,NW
719,201862.924,8162126.524,1591.576,61.0,True,30.0,W,TR-01_1-031,1.0,1.0,31.0,01_1,MU-01_1-21,4.0,201868.9755,8162126.0403,-6.052,0.484,1,S,SW
720,201868.888,8162125.57,1591.655,60.0,True,30.0,E,TR-01_1-031,1.0,1.0,31.0,01_1,MU-01_1-21,4.0,201868.9755,8162126.0403,-0.087,-0.47,2,N,NE
721,201868.922,8162126.368,1591.7,60.0,True,30.0,E,TR-01_1-031,1.0,1.0,31.0,01_1,MU-01_1-21,4.0,201868.9755,8162126.0403,-0.054,0.328,1,S,SE
722,201868.766,8162163.043,1591.053,60.0,True,30.0,E,TR-01_1-031,1.0,1.0,31.0,01_1,MU-01_1-21,4.0,201868.9755,8162126.0403,-0.209,37.003,1,N,NE
723,201862.844,8162163.327,1590.925,61.0,True,30.0,W,TR-01_1-031,1.0,1.0,31.0,01_1,MU-01_1-21,4.0,201868.9755,8162126.0403,-6.131,37.287,1,N,NW
724,201073.326,8163415.396,1567.646,2772.0,True,1386.0,E,TR-07_1-067,12.0,2.0,67.0,07_1,MU-07_1-10,8.0,201073.3472,8163378.2655,-0.021,37.13,1,N,NE
725,201079.507,8163415.524,1567.335,2775.0,True,1387.0,W,TR-07_1-068,12.0,2.0,68.0,07_1,MU-07_1-10,8.0,201085.7432,8163378.2655,-6.236,37.259,1,N,NW
726,201085.73,8163415.407,1566.93,2774.0,True,1387.0,E,TR-07_1-068,12.0,2.0,68.0,07_1,MU-07_1-10,8.0,201085.7432,8163378.2655,-0.013,37.141,1,N,NE
727,201091.915,8163415.473,1566.723,2777.0,True,1388.0,W,TR-07_1-069,12.0,2.0,69.0,07_1,MU-07_1-10,8.0,201098.1392,8163378.2655,-6.224,37.208,1,N,NW
728,201098.12,8163415.414,1567.313,2776.0,True,1388.0,E,TR-07_1-069,12.0,2.0,69.0,07_1,MU-07_1-10,8.0,201098.1392,8163378.2655,-0.019,37.149,1,N,NE
729,201104.335,8163415.49,1567.42,2779.0,True,1389.0,W,TR-07_1-070,12.0,2.0,70.0,07_1,MU-07_1-10,8.0,201110.5352,8163378.2655,-6.2,37.225,1,N,NW
730,201110.489,8163415.391,1568.023,2778.0,True,1389.0,E,TR-07_1-070,12.0,2.0,70.0,07_1,MU-07_1-10,8.0,201110.5352,8163378.2655,-0.046,37.126,1,N,NE
731,201116.726,8163415.529,1568.21,2781.0,True,1390.0,W,TR-07_1-071,12.0,2.0,71.0,07_1,MU-07_1-10,9.0,201122.9312,8163378.2655,-6.205,37.264,1,N,NW
732,201122.956,8163415.419,1568.627,2780.0,True,1390.0,E,TR-07_1-071,12.0,2.0,71.0,07_1,MU-07_1-10,9.0,201122.9312,8163378.2655,0.025,37.154,1,N,NE
733,201129.141,8163415.532,1568.918,2783.0,True,1391.0,W,TR-07_1-072,12.0,2.0,72.0,07_1,MU-07_1-10,9.0,201135.3272,8163378.2655,-6.186,37.266,1,N,NW
734,201135.302,8163415.413,1569.025,2782.0,True,1391.0,E,TR-07_1-072,12.0,2.0,72.0,07_1,MU-07_1-10,9.0,201135.3272,8163378.2655,-0.025,37.147,1,N,NE
735,201141.557,8163415.545,1569.187,2785.0,True,1392.0,W,TR-07_1-073,12.0,2.0,73.0,07_1,MU-07_1-10,9.0,201147.7232,8163378.2655,-6.166,37.28,1,N,NW
736,201147.696,8163415.441,1569.707,2784.0,True,1392.0,E,TR-07_1-073,12.0,2.0,73.0,07_1,MU-07_1-10,9.0,201147.7232,8163378.2655,-0.027,37.175,1,N,NE
737,201153.972,8163415.527,1569.658,2787.0,True,1393.0,W,TR-07_1-074,12.0,2.0,74.0,07_1,MU-07_1-10,9.0,201160.1192,8163378.2655,-6.147,37.262,1,N,NW
738,201160.081,8163415.41,1569.573,2786.0,True,1393.0,E,TR-07_1-074,12.0,2.0,74.0,07_1,MU-07_1-10,9.0,201160.1192,8163378.2655,-0.038,37.145,1,N,NE
739,201166.295,8163415.48,1569.232,2789.0,True,1394.0,W,TR-07_1-075,12.0,2.0,75.0,07_1,MU-07_1-10,9.0,201172.5152,8163378.2655,-6.22,37.215,1,N,NW
740,201172.506,8163415.34,1568.805,2788.0,True,1394.0,E,TR-07_1-075,12.0,2.0,75.0,07_1,MU-07_1-10,9.0,201172.5152,8163378.2655,-0.009,37.075,1,N,NE
741,201178.683,8163415.438,1569.044,2791.0,True,1395.0,W,TR-07_1-076,12.0,2.0,76.0,07_1,MU-07_1-10,9.0,201184.9112,8163378.2655,-6.228,37.173,1,N,NW
742,201184.895,8163415.29,1568.838,2790.0,True,1395.0,E,TR-07_1-076,12.0,2.0,76.0,07_1,MU-07_1-10,9.0,201184.9112,8163378.2655,-0.016,37.025,1,N,NE
743,201191.099,8163415.42,1569.019,2793.0,True,1396.0,W,TR-07_1-077,12.0,2.0,77.0,07_1,MU-07_1-10,9.0,201197.3072,8163378.2655,-6.208,37.155,1,N,NW
744,201197.378,8163415.316,1569.419,2792.0,True,1396.0,E,TR-07_1-077,12.0,2.0,77.0,07_1,MU-07_1-10,9.0,201197.3072,8163378.2655,0.071,37.05,1,N,NE
745,201203.539,8163415.482,1569.774,2795.0,True,1397.0,W,TR-07_1-078,12.0,2.0,78.0,07_1,MU-07_1-10,9.0,201209.7032,8163378.2655,-6.164,37.217,1,N,NW
746,201209.66,8163415.374,1570.264,2794.0,True,1397.0,E,TR-07_1-078,12.0,2.0,78.0,07_1,MU-07_1-10,9.0,201209.7032,8163378.2655,-0.043,37.109,1,N,NE
747,201215.829,8163415.534,1570.849,,False,,?,,,,,,,,,,,,-1,?,?
748,201215.899,8163378.859,1572.764,,False,,?,,,,,,,,,,,,-1,?,?
749,201215.899,8163377.896,1572.798,,False,,?,,,,,,,,,,,,-1,?,?
750,201215.877,8163341.174,1573.626,2829.0,True,1414.0,W,TR-07_1-095,12.0,2.0,95.0,07_1,MU-07_1-10,10.0,201222.0992,8163303.1595,-6.222,38.014,1,N,NW
